Price,Close,High,Low,Open,Volume
Ticker,INDA,INDA,INDA,INDA,INDA
Date,,,,,
2024-10-03,56.918216705322266,57.24584443962288,56.89835990516808,57.17634753273192,5397500
2024-10-04,56.68986511230469,56.79907561895518,56.59058489933007,56.67001209954765,5885500
2024-10-07,55.66726303100586,56.193454962766374,55.64740623148507,56.15374515102206,8277600
2024-10-08,56.670013427734375,56.77922014964701,56.55087262461568,56.74943684251606,6188200
2024-10-09,56.92814254760742,56.98771294737501,56.68986473583441,56.83878884160471,4680500
2024-10-10,56.68986511230469,56.75936201884639,56.56080159289716,56.75936201884639,3756700
2024-10-11,56.77922058105469,56.77922058105469,56.51115945294706,56.590586655629686,3524000
2024-10-14,56.908287048339844,56.908287048339844,56.75936293916584,56.84871664721076,2336400
2024-10-15,56.59058380126953,56.78914801066327,56.580657295083626,56.61044060093864,4664200
2024-10-16,56.64022445678711,56.67993805651094,56.53101395119522,56.650154750366724,1976600
2024-10-17,55.935325622558594,56.114033035673586,55.86582871604691,56.09417623562777,4600200
2024-10-18,56.15374755859375,56.32252468081083,56.094177157477326,56.32252468081083,5016300
2024-10-21,55.77647399902344,55.88568450364826,55.667263494398625,55.716903599965185,8027300
2024-10-22,55.190711975097656,55.339636079934564,55.081501469856896,55.220495281146114,4037200
2024-10-23,55.0616455078125,55.160929508313465,54.9127251880071,55.101359108012886,4904800
2024-10-24,55.01200485229492,55.04178815849935,54.912724640081954,55.021931358597286,4252000
2024-10-25,54.31703186035156,54.60494977721917,54.28724855422641,54.58509297736995,4634800
2024-10-28,54.77372741699219,54.80351451069854,54.60495029761139,54.60495029761139,5575200
2024-10-29,54.84322738647461,54.95243410429779,54.78365698714599,54.78365698714599,3473700
2024-10-30,54.59502410888672,54.74394442909552,54.56523701500706,54.66452101577697,6478400
2024-10-31,54.42624282836914,54.56523664119743,54.3071058155588,54.525523041161534,8088900
2024-11-01,54.46595764160156,54.724088472989905,54.42624404068107,54.47588414818297,5100800
2024-11-04,53.909976959228516,54.14825477024348,53.89012015936916,54.098614664243755,3944400
2024-11-05,54.356746673583984,54.356746673583984,54.20782256503877,54.20782256503877,4810200
2024-11-06,54.74394607543945,54.882939893399985,54.56523865597663,54.882939893399985,8735800
2024-11-07,54.545379638671875,54.63473334477223,54.26739201404736,54.63473334477223,5216500
2024-11-08,53.969547271728516,54.20782129506171,53.900050365981556,54.11846758948744,3607400
2024-11-11,54.14825439453125,54.20782100639869,54.07875748915437,54.07875748915437,2656500
2024-11-12,53.423500061035156,53.61213398384755,53.36392965984825,53.60220747729844,7512600
2024-11-13,52.88737869262695,52.96680210823418,52.68881447266266,52.95687560151983,7972000
2024-11-14,53.01644515991211,53.135582175075555,52.98665806564817,53.09586857425526,4823600
2024-11-15,52.6391716003418,53.016443219733155,52.559744401607915,53.016443219733155,4131200
2024-11-18,52.88737869262695,52.93701880079365,52.758311381555544,52.758311381555544,5330300
