Price,Close,High,Low,Open,Volume
Ticker,O,O,O,O,O
Date,,,,,
2024-10-03,60.66586685180664,60.772806768410994,60.072818536066436,60.56864368850568,3617200
2024-10-04,60.28669357299805,60.83113208462319,59.470037659902296,59.90753256132572,5249000
2024-10-07,59.95615005493164,60.15059267062701,59.751986977359486,60.15059267062701,4015400
2024-10-08,59.80059814453125,60.22837265110177,59.40199244166249,60.06309512574011,4442500
2024-10-09,60.09225845336914,60.19919836158206,59.60615380106172,59.77142760267784,3132800
2024-10-10,59.7617073059082,60.53947401000354,59.47004154677379,60.0825344487982,3184800
2024-10-11,60.03392791748047,60.29642488944923,59.79087557773358,60.01448328525859,2913800
2024-10-14,60.38392639160156,60.59781364625385,59.82004315976718,60.01448578138885,3132300
2024-10-15,61.59918975830078,61.96863037821395,60.62698033334953,60.75336859702489,3863200
2024-10-16,62.44500732421875,62.51306167931041,61.628347645750395,61.65751273830848,3616900
2024-10-17,62.18251037597656,62.31861909430138,61.6672405969799,62.06584629008163,3450800
2024-10-18,62.91166305541992,62.96999323999418,61.85195476767216,62.22139534094056,3406700
2024-10-21,62.01723861694336,63.0769433043296,61.978349350795824,62.74639566812919,3301000
2024-10-22,61.92000961303711,62.17278611047684,61.67695728555963,61.81306970424175,2840000
2024-10-23,62.4547233581543,62.629721328857485,61.832509999513704,61.832509999513704,4232900
2024-10-24,61.55057907104492,62.88250492407128,61.53113443780631,62.36723512364395,3841100
2024-10-25,59.60615539550781,61.531129425095536,59.508932237235136,61.453350898477396,5994200
2024-10-28,59.58671188354492,60.38392325293988,59.479768261777544,60.092261190009786,4605000
2024-10-29,58.73116683959961,59.63532183417204,58.72144637789516,59.411714128126135,5174300
2024-10-30,58.799217224121094,59.30476649832927,58.62421925579195,58.838106485679596,4564700
2024-10-31,57.72006607055664,58.72144418825537,57.671456346478266,58.57561130733603,9170600
2024-11-01,57.49937057495117,58.427095522706345,57.440776126322085,58.01694183280166,4615700
2024-11-04,57.899757385253906,58.64193511759475,57.52866665645873,57.606792588941715,4691600
2024-11-05,57.440773010253906,57.62631649963973,56.561874954743686,57.61655262135595,5515400
2024-11-06,55.6634521484375,56.8743780097238,54.68690035635965,56.8743780097238,11418200
2024-11-07,55.057987213134766,55.98571209549503,54.94079832413719,55.927117650996244,7303100
2024-11-08,56.161495208740234,56.35680632363141,55.37049059504297,55.46814428986373,5576600
2024-11-11,56.29821014404297,57.27476189866471,56.13219440862763,56.17125737287233,5228100
2024-11-12,55.682987213134766,56.29821592478844,55.643924244879045,56.05407796106472,3675500
2024-11-13,55.5657958984375,56.239615262826725,55.29235887608812,56.102898614276675,3792000
