Price,Close,High,Low,Open,Volume
Ticker,STAG,STAG,STAG,STAG,STAG
Date,,,,,
2024-10-02,37.414127349853516,37.86466305622903,37.22803375305827,37.59042458038637,657200
2024-10-03,37.29659652709961,37.3749487748828,36.94400207152786,37.35535977888226,717100
2024-10-04,36.895023345947266,37.35535535692042,36.865641723534004,37.2965921120939,1201700
2024-10-07,36.68935012817383,36.767706114884916,36.45428964047873,36.67955749794449,849000
2024-10-08,36.61099624633789,36.865645719363876,36.3955210287028,36.77749710635124,641300
2024-10-09,36.326961517333984,36.62078898282586,36.02333768580166,36.532640369556404,907400
2024-10-10,36.08209991455078,36.31716409767323,35.847035731428335,36.18004114472438,749000
2024-10-11,36.46407699584961,36.47387336088091,36.111482579093845,36.20942754831408,607300
2024-10-14,36.61099624633789,36.78729347236315,36.29757978589718,36.48366964171544,790100
2024-10-15,37.051734924316406,37.24761738673433,36.62078454007261,36.71872950750006,1284700
2024-10-16,38.29560470581055,38.40334230314599,37.20844357614381,37.28679581479416,1199200
2024-10-17,37.67856979370117,38.25643205578017,37.59042118639358,38.129105459398374,1832000
2024-10-18,37.747127532958984,37.75692016163215,37.374944127664165,37.610008314223656,635200
2024-10-21,36.93421173095703,37.56104476036147,36.88524110107598,37.482692499795704,994400
2024-10-22,37.04194259643555,37.17906182955926,36.68934814770663,36.77749675988886,739300
2024-10-23,37.25741958618164,37.40433145600181,36.94400311376906,36.97338474048928,838700
2024-10-24,37.03214645385742,37.443504114207094,36.973379472570954,37.22802891904191,1119500
2024-10-25,36.28778076171875,37.28679705727529,36.25839913827312,37.19864845071975,1118100
2024-10-28,36.70893478393555,36.806879755742195,36.44448896438557,36.5130485765409,825400
2024-10-29,36.307373046875,36.77749774570894,36.297580416911764,36.5914078866556,1129300
2024-10-30,37.0223503112793,37.50227132078891,36.50325505022857,36.601196283409195,1352800
2024-10-31,36.63225173950195,37.40852623949217,36.622427140699116,37.19234758166802,1257100
2024-11-01,36.229373931884766,36.97617085025173,36.229373931884766,36.97617085025173,870100
2024-11-04,36.1704216003418,36.7894725488082,35.88545949798447,36.317813076845866,804200
2024-11-05,36.51433563232422,36.54381317538945,35.80684461143101,35.91493393389147,509000
2024-11-06,37.320091247558594,37.536269913439945,36.484861626789176,37.29061370163525,2261800
2024-11-07,36.533992767333984,37.438005843566515,36.26868360407016,37.33974485646868,1435200
2024-11-08,36.73051452636719,36.75999206963235,36.1409374221521,36.465205391732795,1156100
2024-11-11,36.67155838012695,37.261131779152734,36.6322524872809,36.661733781123566,737300
2024-11-12,36.15076446533203,36.68138271546786,36.04267514603593,36.40624524405529,891800
2024-11-13,36.49468231201172,36.73051389935516,36.25885447308419,36.36694004601669,1696200
2024-11-14,35.502235412597656,36.5929495507604,35.38431773661194,36.55364365876516,1218900
2024-11-15,35.58084487915039,35.70858715906432,35.138662947460865,35.44327800005061,1038100
2024-11-18,35.69876480102539,35.87563383638861,35.38432138109291,35.38432138109291,1094400
2024-11-19,35.688934326171875,35.836329553344214,35.3744946733928,35.5022369537144,739200
2024-11-20,35.36466979980469,35.66928110258695,35.09936064200264,35.492408330718916,1292000
2024-11-21,35.492408752441406,35.82650135344892,35.30571137921405,35.3744948192671,881000
2024-11-22,35.84614944458008,35.9444141659278,35.55136277736859,35.629970806030926,1365600
2024-11-25,36.51433563232422,36.72068593061275,35.99354571328669,36.03284785456835,1297200
2024-11-26,36.366943359375,36.50451398443523,35.84615339824676,36.288335322042556,1258700
2024-11-27,36.69120788574219,37.03512504485285,36.57329396667795,36.64207739850008,742500
2024-11-29,36.270240783691406,36.95049127861838,36.23080499131195,36.85190555847389,714300
2024-12-02,35.8857536315918,36.220950367828145,35.737871280591726,36.220950367828145,1003800
2024-12-03,36.013916015625,36.08292677978488,35.7280158901646,35.97448397953691,1241700
2024-12-04,35.62942886352539,36.07307220725704,35.471689425843564,35.994200608013706,773100
2024-12-05,35.42239761352539,35.48155131472271,35.14635452954783,35.48155131472271,1760800
2024-12-06,35.28437042236328,35.56041346214522,34.919594964589315,35.5505563939263,881900
2024-12-09,36.11250305175781,36.27024246779567,35.343520107869466,35.343520107869466,1117600
2024-12-10,35.5604133605957,36.0632103368248,35.51112049803317,36.053349507829694,608800
2024-12-11,35.51112747192383,35.85618133842966,35.29423432108869,35.69844189076912,917200
2024-12-12,35.13648986816406,35.68857973673215,35.12663279944166,35.50126158376562,876900
2024-12-13,35.42239761352539,35.61957285671149,34.949179286361726,35.02804712715319,1335200
2024-12-16,35.3040885925293,35.69843525800857,35.254791968640546,35.294227763429795,1165900
2024-12-17,34.880165100097656,35.50126197823287,34.692846945049766,35.116772360109756,972400
2024-12-18,33.49008560180664,34.959033326593264,33.49008560180664,34.791436828932284,1266500
2024-12-19,32.75067901611328,33.87457283661299,32.71124322151222,33.5393761041127,1426700
2024-12-20,33.46050262451172,33.785842270383405,32.760534233508224,32.9084165745052,3790900
2024-12-23,33.45064926147461,33.56895289089181,33.145027477941895,33.28304900572939,1101200
2024-12-24,33.697113037109375,33.716830932956036,33.292905574262996,33.34219843347761,390000
2024-12-26,33.77598571777344,34.00273967222259,33.40135692521534,33.41121399415439,501700
2024-12-27,33.38163757324219,33.8154200429635,33.28304808412066,33.608387757015,541800
2024-12-30,33.28304672241211,33.34220041346487,32.84926427043813,33.24361468918125,1291600
