Price,Close,High,Low,Open,Volume
Ticker,FXI,FXI,FXI,FXI,FXI
Date,,,,,
2024-10-03,33.99135208129883,34.43471829491993,33.59724794508994,33.65636469305795,113214100
2024-10-04,35.18351364135742,35.291892472891604,34.79926415388591,35.06528389716368,107027700
2024-10-07,36.14906311035156,36.94712230518764,35.488942995890916,36.001276876204194,218993700
2024-10-08,32.83860397338867,33.32137759811562,31.794230634161337,32.89771696342141,322806900
2024-10-09,32.30656433105469,32.641551720364205,31.70555721272389,31.74496837816162,100519700
2024-10-10,32.730224609375,33.075062907086526,32.247447234123314,32.91742200549618,101466300
2024-10-11,32.878013610839844,33.15388803071025,32.02084137111907,32.188333198847644,80108800
2024-10-14,32.257301330566406,33.12432439465635,32.129216925786224,32.41494222935144,94628100
2024-10-15,30.641481399536133,31.518359194038023,30.513396985976247,31.449391530995566,130081500
2024-10-16,31.18337059020996,31.459243110981433,31.02572968669135,31.094697347077265,54401700
2024-10-17,30.395166397094727,30.592216588982662,30.198114325978967,30.572512885253346,68374500
2024-10-18,31.695703506469727,31.991283497790054,31.587328435902087,31.97157791447165,95862500
2024-10-21,31.272045135498047,31.429686045580763,31.025730978590314,31.212930264023996,42006300
2024-10-22,31.51835823059082,31.784376082876165,31.291749664884566,31.31145524778802,48538400
2024-10-23,31.449390411376953,31.89275474910636,31.37056995938765,31.873049166302078,33813200
2024-10-24,31.262191772460938,31.449391054473928,30.996172036846872,31.331159434458396,39802900
2024-10-25,31.252338409423828,31.62673508737631,31.252338409423828,31.547916514444243,29534300
2024-10-28,31.794231414794922,31.9026102437901,31.380423561355347,31.40998005709741,41390700
2024-10-29,31.567623138427734,32.020840283487715,31.508506387937224,32.010989370967174,42026100
2024-10-30,31.163665771484375,31.31145576648068,30.8779423315624,30.94690999363916,29217600
2024-10-31,31.094697952270508,31.13410911853112,30.759710555966677,31.094697952270508,28257800
2024-11-01,31.21293067932129,31.51835971176689,31.163666719747543,31.409980879932554,26861800
2024-11-04,31.400129318237305,31.823788086447493,31.3902765265262,31.508506268603693,49254600
2024-11-05,32.158775329589844,32.296710654411314,31.96172325479243,32.168630000480356,49509800
2024-11-06,31.21293067932129,31.46909763142105,30.7892700231266,31.084846263657454,89205700
2024-11-07,32.92727279663086,33.12432486250922,32.474055676029515,32.60214008261878,120391100
2024-11-08,31.006025314331055,31.666147328294944,30.86808998817462,31.47894992257632,154495900
2024-11-11,31.006025314331055,31.20307739103557,30.94691044301085,31.183371807519546,28330000
2024-11-12,29.863126754760742,30.267081806837144,29.754749807597587,30.138999276834205,91688500
2024-11-13,29.823719024658203,30.158706433504488,29.77445506498792,30.11929526576826,35393100
2024-11-14,29.50843620300293,29.784306850927067,29.40991016621809,29.73504477214857,42048600
2024-11-15,29.705486297607422,29.754750255448357,29.53799259940391,29.715339089175608,32416100
2024-11-18,30.26708221435547,30.276935005908015,30.00106435934802,30.060179229435473,38854800
2024-11-19,29.94194793701172,30.04047397438531,29.902538649599,29.9813591036523,22523600
2024-11-20,30.079885482788086,30.13900035419275,29.971506652522972,30.050327107471816,35646500
2024-11-21,29.902538299560547,29.971505961146367,29.794159471795492,29.88283271647093,22478000
2024-11-22,29.252269744873047,29.301531824469684,29.14389091468699,29.23256416134324,53262300
2024-11-25,29.262121200561523,29.321236069223946,29.074921924031432,29.14388958400889,24744100
2024-11-26,29.084775924682617,29.29167891321795,28.927135015542973,29.262122417271687,22186000
2024-11-27,29.863126754760742,29.981358372571602,29.754749807597587,29.863126754760742,43782000
2024-11-29,29.863126754760742,29.872979546180634,29.459171702684344,29.60695981552706,23104600
2024-12-02,29.922245025634766,29.961654314091536,29.67593086528924,29.882833857950086,25058400
2024-12-03,30.05032730102539,30.21782100377399,29.981359637404417,30.00106522107552,34867900
2024-12-04,29.83357048034668,30.12914670821788,29.76460093989743,30.12914670821788,46481600
2024-12-05,29.922245025634766,30.060180354075328,29.882833857950086,29.902539441792424,27663000
2024-12-06,30.316347122192383,30.523250113596447,30.29664153846974,30.44442965793377,27635500
2024-12-09,32.809043884277344,33.2524101040221,32.37553233522449,32.44449999624528,181398000
2024-12-10,31.31145668029785,31.616885712363583,31.281898304590367,31.498654088761548,93050100
2024-12-11,31.01587677001953,31.05528793535387,30.808973789697628,30.99617118735236,36810600
2024-12-12,31.03558349609375,31.262192067431496,30.897648170797364,31.025730704397173,28552400
2024-12-13,30.641481399536133,30.690743479072783,30.40502003515005,30.680890687319877,45698900
2024-12-16,30.138999938964844,30.42472337950751,30.138999938964844,30.21782039282777,38044500
2024-12-17,30.670000076293945,30.709999084472656,30.270000457763672,30.329999923706055,45801800
2024-12-18,30.049999237060547,30.6299991607666,30.0,30.520000457763672,35935300
2024-12-19,30.239999771118164,30.43000030517578,30.200000762939453,30.360000610351562,24070600
2024-12-20,30.420000076293945,30.549999237060547,30.1299991607666,30.18000030517578,28389000
2024-12-23,30.700000762939453,30.770000457763672,30.420000076293945,30.5,24155100
2024-12-24,31.09000015258789,31.1299991607666,30.93000030517578,31.010000228881836,20218100
2024-12-26,31.1200008392334,31.360000610351562,30.950000762939453,30.979999542236328,23393200
2024-12-27,30.850000381469727,30.920000076293945,30.739999771118164,30.850000381469727,23765500
2024-12-30,30.489999771118164,30.770000457763672,30.459999084472656,30.729999542236328,26100700
2024-12-31,30.440000534057617,30.59000015258789,30.360000610351562,30.510000228881836,22893300
2025-01-02,29.889999389648438,30.1299991607666,29.8700008392334,30.049999237060547,40394200
2025-01-03,30.389999389648438,30.389999389648438,30.170000076293945,30.260000228881836,28060800
2025-01-06,29.989999771118164,30.6299991607666,29.90999984741211,30.489999771118164,48937300
2025-01-07,29.6200008392334,29.899999618530273,29.59000015258789,29.799999237060547,33611300
2025-01-08,29.510000228881836,29.530000686645508,29.239999771118164,29.360000610351562,27248500
2025-01-10,28.649999618530273,29.030000686645508,28.6299991607666,29.020000457763672,58206400
2025-01-13,28.790000915527344,28.8799991607666,28.649999618530273,28.690000534057617,28062300
2025-01-14,29.420000076293945,29.56999969482422,29.350000381469727,29.489999771118164,46306600
2025-01-15,29.81999969482422,29.860000610351562,29.6299991607666,29.809999465942383,31613300
2025-01-16,29.829999923706055,29.889999389648438,29.739999771118164,29.84000015258789,20134000
2025-01-17,30.40999984741211,30.709999084472656,29.979999542236328,30.040000915527344,59696000
2025-01-21,30.75,30.93000030517578,30.530000686645508,30.8700008392334,35805700
2025-01-22,30.530000686645508,30.600000381469727,28.40999984741211,30.530000686645508,27859600
2025-01-23,30.559999465942383,30.600000381469727,30.31999969482422,30.43000030517578,22683400
2025-01-24,31.31999969482422,31.360000610351562,30.899999618530273,31.0,54730900
2025-01-27,31.600000381469727,31.75,31.399999618530273,31.649999618530273,54333200
2025-01-28,31.959999084472656,31.959999084472656,31.209999084472656,31.549999237060547,48279000
2025-01-29,31.829999923706055,32.349998474121094,31.770000457763672,32.189998626708984,49031500
2025-01-30,32.59000015258789,32.84000015258789,31.31999969482422,31.920000076293945,77522000
2025-01-31,31.889999389648438,32.58000183105469,31.809999465942383,32.540000915527344,80093600
2025-02-03,31.719999313354492,32.09000015258789,31.209999084472656,31.329999923706055,50166400
2025-02-04,32.470001220703125,32.7400016784668,32.22999954223633,32.36000061035156,57845400
2025-02-05,31.93000030517578,32.150001525878906,31.90999984741211,32.04999923706055,43692700
2025-02-06,32.279998779296875,32.470001220703125,32.20000076293945,32.400001525878906,35769800
2025-02-07,32.72999954223633,33.22999954223633,32.61000061035156,32.91999816894531,85505200
2025-02-10,33.619998931884766,33.9900016784668,33.27000045776367,33.45000076293945,56515200
2025-02-11,33.34000015258789,33.58000183105469,33.130001068115234,33.290000915527344,44741600
2025-02-12,34.16999816894531,34.36000061035156,33.61000061035156,33.75,60657100
2025-02-13,34.15999984741211,34.18000030517578,33.439998626708984,33.52000045776367,40709500
2025-02-14,35.040000915527344,35.279998779296875,34.81999969482422,35.220001220703125,76123800
2025-02-18,35.29999923706055,35.56999969482422,35.06999969482422,35.56999969482422,85086500
2025-02-19,35.04999923706055,35.2599983215332,34.90999984741211,35.209999084472656,45952200
2025-02-20,35.72999954223633,36.2599983215332,35.2599983215332,35.619998931884766,79891700
2025-02-21,36.2400016784668,36.79999923706055,36.040000915527344,36.349998474121094,81843200
2025-02-24,35.029998779296875,35.83000183105469,34.9900016784668,35.79999923706055,83975400
